id,name,email,language_id,description,latitude,longitude,type_id,subtype_id,subtype_google,phone_number,website_address,from_google_place,valid,created_at,updated_at,address,image_file_name,image_content_type,image_file_size,image_updated_at
979,Elegance Flat Hotel,reservas.eleganceflat@unihoteis.com,2,"Conta com apartamentos Standard (sem vista para o mar), Luxo (vista parcial do mar), super luxo (de frente para o mar), alguns dos serviços disponibilizados são Serviço de Frigobar, Chuveiro por aquecimento solar, Telefone, Ar-condicionado, Geladeira, Área de estar.",-5.87152,-35.1785791,11,16,,,http://www.eleganceflat.com.br/,false,true,2016-03-28T13:06:06.413Z,2016-04-03T01:46:31.912Z,"Rua Francisco Gurgel, 9063 Ponta Negra, Natal/RN - CEP: 59090-050",resource,image/jpeg,20691,2016-03-28T13:06:06.313Z
961,Cangapé,cangapenatal@hotmail.com,1,"With a cozy atmosphere, the Tapiocaria serves traditional tapioca or you can also ask for tapiocas filled with differents things and other regional dishes besides barbecue during lunch break.",-5.8720934,-35.1810942,1,27,,,,false,true,2016-03-28T13:05:43.687Z,2016-04-04T01:09:39.403Z,"Avenida Praia de Ponta Negra, 8896, Ponta Negra, Natal/RN - CEP: 59094-100",resource,image/jpeg,90073,2016-03-28T13:05:43.502Z
962,Aquário Natal,,2,"O aquário Natal é o maior de toda Região Nordeste. Ele funciona como espaço de visitação e centro de tratamento de animais. O aquário possui um mini zoológico, e mais de 60 espécies aquáticas. Ideal para todas as idades. ",-5.7319811,-35.2043541,10,101,,,www.aquarionatal.com.br/,false,true,2016-03-28T13:05:45.452Z,2016-04-04T12:33:19.667Z,"Av. Litorânea, 1091, Redinha - Extremoz - RN",resource,image/jpeg,426111,2016-03-28T13:05:45.229Z
971,Extra Ponta Negra,,1,Supermarket network that operates throughout the country.,-5.864342499999986,-35.1891079,4,1,,(84) 3087-8050,http://www.extra.com.br/,false,true,2016-03-28T13:05:57.176Z,2016-04-08T17:24:12.700Z,"Rua Ilce Marinho, Capim Macio, Natal/RN - CEP: 59082-280",resource,image/jpeg,146639,2016-03-28T13:05:57.015Z
983,Praça das Flores,,1,"Square which hosts several food products and gastronomic fairs. Besides it, it is a good place for practices such as walking.",-5.7842064,-35.1952581,4,93,,,,false,true,2016-03-28T13:06:13.460Z,2016-03-28T13:06:13.460Z,"Rua Coronel Joaquim Manoel, Petrópolis, Natal/RN - CEP: 59012-330",resource,image/jpeg,449192,2016-03-28T13:06:13.213Z
984,Praia de Punaú,,2,"Litoral Norte-Revela uma paisagem exuberante no encontro do Rio Punaú com o mar, localizada a 65 km de Natal, nela você encontra restaurantes e pode andar a cavalo, praticar caiaque ou descer de skibunda.",-5.354086,-35.3584371,10,92,,,,false,true,2016-03-28T13:06:14.752Z,2016-03-28T13:06:14.752Z,"Punau, Povoado Punau, Rio do Fogo/RN - CEP: 59578-971",resource,image/jpeg,123897,2016-03-28T13:06:14.614Z
986,Estuário do Potengi,,2,"Nas proximidades de Natal, o estuário do rio Potengi tem grande beleza natural e merece uma visita.",-5.7646187,-35.2020229,10,45,,,,false,true,2016-03-28T13:06:17.856Z,2016-03-28T13:06:17.856Z,Rio Potengi,resource,image/jpeg,88768,2016-03-28T13:06:17.693Z
988,Porto de Natal,,2,"A CODERN, Companhia de Docas do Rio Grande do Norte, administra o porto da cidade e disponibiliza a programação de navios de Natal e Areia Branca.",-5.7742005,-35.2043067,8,37,,(84) 4005-5311,,false,true,2016-03-28T13:06:20.221Z,2016-03-28T13:06:20.221Z,"Avenida Engenheiro Hildebrando de Góis, Ribeira, Natal/RN - CEP: 59010-700",resource,image/jpeg,63917,2016-03-28T13:06:20.095Z
990,Western Union,natal@wucambio.com.br,1,Currency Exchange House.,-5.7899113,-35.1977232,2,50,,(84) 3222-4999,www.westernunion.com.br,false,true,2016-03-28T13:06:22.585Z,2016-03-28T13:06:22.585Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/png,38802,2016-03-28T13:06:22.418Z
992,Cais Tavares de Lira,,1,Cais da Tavares de Lira was one of the main gateways to Natal for decades and fishing and passenger terminal.,-5.778218300000002,-35.203231,4,102,,,,false,true,2016-03-28T13:06:25.159Z,2016-03-28T13:06:25.159Z,"Avenida Tavares de Lira, Ribeira, Natal/RN - CEP: 59012-050",resource,image/jpeg,109801,2016-03-28T13:06:25.025Z
996,Disk Táxi Ponta Negra,,2,Serviço de táxi.,-5.8392594,-35.205117,8,9,,(84) 8877-6191,,false,true,2016-03-28T13:06:30.366Z,2016-03-28T13:06:30.366Z,"Rua dos Gerânios, 140, Capim Macio, Natal/RN - CEP: 59078-040",resource,image/jpeg,22190,2016-03-28T13:06:30.245Z
997,Coluna capitolina,,1,The Capitolina Column was brought to Natal by the Italians pilots Carlo Del Prete and Arturo Ferrarin.,-5.7849303,-35.2090637,4,102,,,,false,true,2016-03-28T13:06:31.915Z,2016-03-28T13:06:31.915Z,"Praça André de Albuquerque , Cidade Alta, Natal RN",resource,image/jpeg,162326,2016-03-28T13:06:31.771Z
1000,Praça Augusto Leite,,1,A place used to entertainment. Around it there is several private medical clinics.,30.23005299999996,-90.83516329999998,4,93,,,,false,true,2016-03-28T13:06:37.447Z,2016-03-28T13:06:37.447Z,"Praça Augusto Leite, Tirol, Natal/RN - CEP: 59020-380",resource,image/jpeg,821325,2016-03-28T13:06:37.050Z
1001,Elegance Flat Hotel,reservas.eleganceflat@unihoteis.com,1,"Offers standard rooms (no sea view), Luxury (partial ocean view), super luxury (facing the sea). Some of the services available are minibar, shower with solar heating, telephone, air conditioning and living room.",-5.87152,-35.1785791,5,51,,(84) 3615-4194,http://www.eleganceflat.com.br/,false,true,2016-03-28T13:06:38.372Z,2016-03-28T13:06:38.372Z,"Rua Francisco Gurgel, 9063 Ponta Negra, Natal/RN - CEP: 59090-050",resource,image/jpeg,20691,2016-03-28T13:06:38.264Z
1003,Praia do Forte,,2,"Natal- Localizada no bairro de Santos Reis é cercada por arrecifes que formam verdadeiras piscinas naturais. A praia também abriga um dos principais cartões postais da cidade, a Fortaleza dos Reis Magos.",-5.7620655,-35.1967006,10,92,,,,false,true,2016-03-28T13:06:41.177Z,2016-03-28T13:06:41.177Z,"Av. Praia do Forte, Santos Reis, Natal/RN",resource,image/jpeg,136539,2016-03-28T13:06:41.041Z
994,Taboleiro,contato@taboleiro.com,1,Delicious regional cuisine such as feijoada (very traditional Brazilian food) and great music like Samba and Brazilian Popular Music.,-5.8422092,-35.206681,1,19,,,http://www.taboleiro.com/,false,true,2016-03-28T13:06:28.355Z,2016-04-04T01:16:28.863Z,"Av. Engenheiro Roberto Freire, 4848 - Ponta Negra, Natal - RN, 59090-000",resource,image/jpeg,467433,2016-03-28T13:06:28.125Z
998,Sorveteria Tropical,,1,The most traditional ice cream shop in town. Serves their own ice cream which is a kind of homemade ice cream very well recommended. There are great variety flavors since the traditional vanilla to the most eaten tapioca flavor.,-5.7899359,-35.2004157,1,46,,,,false,true,2016-03-28T13:06:33.447Z,2016-04-04T01:18:43.749Z,"Rua Jundiaí, Tirol, 455, Natal/RN - CEP: 59020-120",resource,image/jpeg,286136,2016-03-28T13:06:33.212Z
999,Baviera Chopp,bavierachoppbar@gmail.com,1,Modern and trendy environment which serves drinks and also great music like forró and Brazilian Popular Music (MPB).,-5.8410251,-35.2198212,1,19,,,,false,true,2016-03-28T13:06:35.219Z,2016-04-04T01:20:24.709Z,"Rua Carlos Gomes, Candelária, Natal/RN - CEP: 59065-090",resource,image/jpeg,237728,2016-03-28T13:06:35.034Z
985,CCAB Norte,,2,"Centro comercial com lojas, bares e lanchonetes localizado no bairro de petrópolis próximo a praças e boates badaladas.",-5.7899102,-35.1977225,10,94,,(84) 3202 8560,,false,true,2016-03-28T13:06:16.606Z,2016-04-08T17:32:02.816Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/jpeg,432811,2016-03-28T13:06:16.245Z
1005,Boxe de Informação Turística EMPROTUR - Centro de Turismo de Natal,,1,There the visitors can get tourist information about Natal and also about other tourists attractions.,-5.7784181,-35.1972366,2,63,,(84) 3211-6149,www.natalbrasil.tur.br/,false,true,2016-03-28T13:06:43.611Z,2016-03-28T13:06:43.611Z,"Rua Aderbal de Figueiredo, 980, Petrópolis, Natal/RN - CEP: 59010-780",resource,image/png,98991,2016-03-28T13:06:43.407Z
1006,Centro de Turismo,,1,"This neoclassical building was the former city jail and now houses handcraft shops, restaurants, art gallery and the famous ""Forró com Turista"".",38.0008529,-75.53963279999999,4,102,,(84) 3211-6149,www.centrodeturismodenatal.com.br,false,true,2016-03-28T13:06:45.042Z,2016-03-28T13:06:45.042Z,"Rua Aderbal de Figueiredo, Petrópolis, Natal/RN - CEP: 59010-780",resource,image/jpeg,63554,2016-03-28T13:06:44.910Z
1011,Rastapé - Casa de Forró,,2,"Casa de forró em Ponta Negra, famosa pelo estilo rústico e ambiente agradável. Badalada por turistas e moradores da cidade do sol.",-5.8826636,-35.1770513,10,65,,(84) 3219 0181,www.rastapecasadeforro.com.br,false,true,2016-03-28T13:06:51.171Z,2016-03-28T13:06:51.171Z,"Rua Aristides Porpino Filho, Ponta Negra, Natal/RN - CEP: 59090-720",resource,image/jpeg,54004,2016-03-28T13:06:51.022Z
1012,Praia dos Artistas,,2,Natal- Uma das praias mais movimentadas e bem localizadas da cidade. Abriga dois centros de artesanatos.,-5.7751459,-35.1942185,10,92,,,,false,true,2016-03-28T13:06:52.479Z,2016-03-28T13:06:52.479Z,"Avenida Presidente Café Filho, Santos Reis, Natal/RN - CEP: 59010-000",resource,image/jpeg,118114,2016-03-28T13:06:52.292Z
1013,Aerotur,comunidade@aerotur.com.br,2,"Oferece de pacotes nacionais, internacionais e cruzeiros, pacote especial - Aeroteen, plantão 24 h pelo telefone (84) 9402.2999.",-5.7896813,-35.2054434,8,68,,(84) 3220-2999,http://www.aerotur.com.br/,false,true,2016-03-28T13:06:53.278Z,2016-03-28T13:06:53.278Z,"Rua Apodi, Tirol, Natal/RN - CEP: 59020-130",resource,image/jpeg,4384,2016-03-28T13:06:53.172Z
1017,ABIH,,2,"Associação Brasileira de Indústria de Hotéis - É uma entidade civil sem fins lucrativos, que conjuga as empresas de hospedagem com sede ou estabelecimento no Rio Grande do Norte.",-5.7865404,-35.1920055,8,90,,(84) 3202-5547,www.abihrn.com.br/,false,true,2016-03-28T13:06:58.488Z,2016-03-28T13:06:58.488Z,"Rua Major Afonso Magalhães, Petrópolis, Natal/RN - CEP: 59014-170",resource,image/jpeg,19129,2016-03-28T13:06:58.375Z
1019,Drogaria Globo,,2,Serviço de farmácia.,-5.819243,-35.207524,8,18,,(84) 3215-1670,www.drogariaglobo.com.br/,false,true,2016-03-28T13:07:00.997Z,2016-03-28T13:07:00.997Z,"Avenida Senador Salgado Filho, 1848, Lagoa Nova, Natal/RN - CEP: 59056-000",resource,image/jpeg,145572,2016-03-28T13:07:00.833Z
1021,Favela Pub,,2,Ambiente ideal para paquerar e dançar a noite toda.,-5.7903377,-35.1993855,10,65,,(84) 9958-9361,https://twitter.com/FavelaPub,false,true,2016-03-28T13:07:03.447Z,2016-03-28T13:07:03.447Z,"Avenida Rodrigues Alves, Petrópolis, Natal/RN - CEP: 59020-200",resource,image/jpeg,50660,2016-03-28T13:07:03.296Z
1022,Av. Hermes da Fonseca,,2,"Uma das ruas principais de Natal, conta com lojas, um shopping, clínicas, restaurantes e escolas.",-5.7960185,-35.199018,10,95,,,,false,true,2016-03-28T13:07:05.205Z,2016-03-28T13:07:05.205Z,"Avenida Hermes da Fonseca, Tirol, Natal/RN - CEP: 59020-095",resource,image/jpeg,550448,2016-03-28T13:07:04.996Z
1024,TIM,,2,É uma empresa de telefonia brasileira subsidiária da Telecom Itália.,37.4954487,-88.4185707,8,70,,(84)3611-3712,,false,true,2016-03-28T13:07:07.492Z,2016-03-28T13:07:07.492Z,"Avenida Senador Salgado Filho, Tirol, Natal/RN Midway Mall, 1° piso. CEP: 59015-000",resource,image/png,20585,2016-03-28T13:07:07.365Z
1016,Natal Shopping,,2,"O primeiro shopping center da cidade com ambiente requintado e arrojado, abriga serviços, lojas e cinema.",37.4954466,-88.4185722,10,94,,(84) 3209 8199,http://www.natalshopping.com.br/,false,true,2016-03-28T13:06:57.456Z,2016-04-08T17:32:02.829Z,"Avenida Senador Salgado Filho, Candelária, Natal/RN - CEP: 59064-000",resource,image/jpeg,185741,2016-03-28T13:06:57.278Z
1027,Av. Prudente de Morais,,2,"Uma das principais avenidas de Natal, nela estão situadas bancos, restaurantes, supermercados, bares, lojas de vestuário, de móveis modulados e decoração, farmácias, concessionárias, etc.",-5.7942408,-35.2036303,10,95,,,,false,true,2016-03-28T13:07:11.558Z,2016-03-28T13:07:11.558Z,"Avenida Prudente de Morais - de 505 a 1699 -, Tirol, Natal/RN - CEP: 59020-505",resource,image/jpeg,313306,2016-03-28T13:07:11.276Z
1029,Pórtico de Natal,,1,"The welcome monument to Natal visitors, it is the structure with the greatest balance in prestressed concrete of the country. ",-5.857074,-35.2128495,4,102,,,,false,true,2016-03-28T13:07:13.818Z,2016-03-28T13:07:13.818Z,"Rua Dão Silveira, Candelária, Natal/RN - CEP: 59066-180",resource,image/jpeg,16689,2016-03-28T13:07:13.691Z
1030,Centro de Convenções,contatos@centroconvencoesnatal.com.br,2,"Principal Centro de Convenções do Estado do Rio Grande do Norte. Localizado próximo à praias, restaurantes e em meio aos principais hotéis da cidade.",-5.8332497,-35.1828714,8,29,,(84)3236-2843,www.ccnatal.com.br,false,true,2016-03-28T13:07:15.610Z,2016-03-28T13:07:15.610Z,"Avenida Senador Dinarte Mariz, Parque das Dunas, Natal/RN - CEP: 59090-002",resource,image/jpeg,211229,2016-03-28T13:07:15.417Z
1031,Manary Gastronomia e Arte,reservas@manary.com.br,2,"Cardápio diversificado num ambiente ideal para toda a família. Dentro do Manary Praia Hotel, membro da Associação Roteiros de Charme. Abre diariamente também para almoço das 12:00 às 16:00.",-5.87151,-35.1785794,9,87,,(84) 3204 2900,http://www.manary.com.br/,false,true,2016-03-28T13:07:16.708Z,2016-03-28T13:07:16.708Z,"Rua Francisco Gurgel, 9067 Ponta Negra, Natal/RN - CEP: 59090-050",resource,image/jpeg,40457,2016-03-28T13:07:16.571Z
1033,Claro,,1,The Brazilian mobile communication provider controlled by Mexican group Móvil. You can find a shop in many places around the city such as big supermarkets and shopping malls.,37.4954489,-88.418571,2,106,,(84)3223-8644,www.claro.com.br/,false,true,2016-03-28T13:07:19.768Z,2016-03-28T13:07:19.768Z,"Avenida Senador Salgado Filho, Tirol, Natal/RN - CEP: 59015-000",resource,image/png,234073,2016-03-28T13:07:19.470Z
1036,Pousada Castanheira,contato@pousadacastanheira.com.br,1,"The inn offers well-appointed rooms, swimming pools and indoor gardens revealing a cozy setting that invites relaxation. Their rates include breakfast.",-5.8734337,-35.1819578,5,124,,(84) 3236-2918,www.pousadacastanheira.com.br/,false,true,2016-03-28T13:07:22.984Z,2016-03-28T13:07:22.984Z,"Av. Engenheiro Roberto Freire, 5620 - Ponta Negra, Natal - RN, CEP: 59090-840",resource,image/jpeg,183608,2016-03-28T13:07:22.855Z
1039,Farmácia Pague Menos,,2,Serviço de farmácia 24h.,-5.807695,-35.20876,8,18,,(84) 3215-2831,portal.paguemenos.com.br/,false,true,2016-03-28T13:07:27.935Z,2016-03-28T13:07:27.935Z,"Avenida Prudente de Morais, 2880, Petrópolis, Natal/RN - CEP: 59020-400",resource,image/png,106131,2016-03-28T13:07:27.795Z
1041,Farmácia Pague Menos,,1,Drugstore service 24h.,-5.807695,-35.20876,2,24,,(84) 3215-2831,portal.paguemenos.com.br/,false,true,2016-03-28T13:07:30.087Z,2016-03-28T13:07:30.087Z,"Avenida Prudente de Morais, 2880, Petrópolis, Natal/RN - CEP: 59020-400",resource,image/png,106131,2016-03-28T13:07:29.946Z
1043,Vila Hall,reservas@viladomar.com.br,2,"O hotel Vila do Mar além de dispor de hospedagem, tem uma área para eventos cercada pela bela paisagem e brisa do mar.",13.0039002,45.1068495,8,29,,(84) 4009-4999,http://www.viladomar.com.br/,false,true,2016-03-28T13:07:32.216Z,2016-03-28T13:07:32.216Z,"Avenida Engenheiro Roberto Freire, 4233 Ponta Negra, Natal/RN - CEP: 59090-001",resource,image/jpeg,51257,2016-03-28T13:07:32.086Z
1044,Via Natal Locadora,,2,Locadora de veículos.,-5.8778939,-35.1766944,8,12,,(84) 3219-4995,http://www.vianatal.com.br/,false,true,2016-03-28T13:07:33.180Z,2016-03-28T13:07:33.180Z,"Rua Vereador Manoel Sátiro, Ponta Negra, Natal/RN - CEP: 59090-180",resource,image/jpeg,14607,2016-03-28T13:07:33.048Z
1032,Yayagut Fronzen Yogurt,contato@yayagut.com.br,1,"It serves ice cream frozen iorgurt, brownies, cheecake, crepes and other recipes on its menu.",-5.8522674,-35.2037208,1,46,,,www.yayagut.com.br/,false,true,2016-03-28T13:07:18.119Z,2016-04-04T01:21:06.254Z,"Avenida Engenheiro Roberto Freire, 2624, Ponta Negra, Natal/RN - CEP: 59090-000",resource,image/jpeg,197743,2016-03-28T13:07:17.953Z
1028,Box de Informação Turística SETUR-Natal - Av. Governador Silvio Pedroza,,2,CAT- Centro de Atendimento ao Turista da Prefeitura de Natal-Espaço onde visitantes recebem informações turísticas de Natal e região.,-5.78618137,-35.1898609,8,82,,,www.natalbrasil.tur.br/ ,false,true,2016-03-28T13:07:12.764Z,2016-06-06T14:51:42.070Z,"Avenida Governador Sílvio Pedroza, 27, Areia Preta, Natal/RN - CEP: 59014-100",resource,image/png,98991,2016-03-28T13:07:12.579Z
1046,Box de Informação Turística EMPROTUR - Teminal Rodoviário de Natal,,2,Espaço onde visitantes  recebem informações turísticas de Natal e região.,-5.819683,-35.235075,8,82,,(84) 3232-7219,www.natalbrasil.tur.br/ ,false,true,2016-03-28T13:07:35.583Z,2016-06-06T14:53:32.864Z,"Avenida Capitão-Mor Gouveia, 1237, Nossa Senhora de Nazaré, Natal/RN - CEP: 59060-400",resource,image/png,98991,2016-03-28T13:07:35.388Z
1048,Delegacia do Turista,,1,"Specializing in response to incidents with tourists, located in the Praia Shopping near Ponta Negra beach.",-5.866582,-35.185431,2,63,,(84) 3232 7402,,false,true,2016-03-28T13:07:37.705Z,2016-03-28T13:07:37.705Z,"Avenida Engenheiro Roberto Freire, 8790, Capim Macio, Natal/RN - CEP: 59082-400",resource,image/jpeg,26337,2016-03-28T13:07:37.563Z
1049,Clowns de Shakespeare,desembucha@clowns.com.br,1,"The Group of Clowns Shakespeare Theatre, founded in 1993, has been casting new artists and providing art for the population.",20.0377313,42.5246428,4,84,,(84) 3221-1816,http://www.clowns.com.br/,false,true,2016-03-28T13:07:39.125Z,2016-03-28T13:07:39.125Z,"Avenida Amintas Barros, Lagoa Nova, Natal/RN - CEP: 59075-250",resource,image/jpeg,18368,2016-03-28T13:07:38.986Z
1050,Mercado da Redinha,,1,"It is well known for selling ""ginga with tapioca"", a famous local dish which can be enjoyed at the local market kiosks.",37.4954478,-88.4185711,4,102,,,,false,true,2016-03-28T13:07:40.408Z,2016-03-28T13:07:40.408Z,"Avenida Senhor do Bonfim, Potengi, Natal/RN - CEP: 59120-000",resource,image/jpeg,129969,2016-03-28T13:07:40.202Z
1051,Galeria Newton Navarro,fjagabinete@rn.gov.br,1," Located in Funcarte in Tirol neighborhood, gathers exhibits with differents forms of cultural expressions.",-5.7899358,-35.2004156,4,48,,(84) 3232-5304,http://www.cultura.rn.gov.br/,false,true,2016-03-28T13:07:41.351Z,2016-03-28T13:07:41.351Z,"Rua Jundiaí, Tirol, Natal/RN - CEP: 59020-120",resource,image/jpeg,39338,2016-03-28T13:07:41.258Z
1053,Alecrim,,1,"In this neighborhood you can find the most ancient and traditional state fair with popular and informal trade. The Alecrim trade is well diversified and serves many areas offering banks, electronics stores, home appliances, food products, clothing, beauty products, building materials, furniture and decoration material, party items and etc.",-5.8037645,-35.2264093,4,131,,,,false,true,2016-03-28T13:07:44.647Z,2016-03-28T13:07:44.647Z,"Avenida Coronel Estevam, Alecrim, Natal/RN - CEP: 59031-270",resource,image/jpeg,140485,2016-03-28T13:07:44.428Z
858,Dolce Latte Sorveteria,contato@dolcelattesorveteria.com.br,1,"""Pure Italian gelato"" it is written on its door. Serves ice cream homemade with italian ingredients.",-5.8659544,-35.1861674,1,27,,,dolcelattesorveteria.com.br/,false,true,2016-03-28T13:03:22.186Z,2016-03-30T18:13:30.697Z,"Avenida Engenheiro Roberto Freire, 365, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,220520,2016-03-28T13:03:21.822Z
5408, Luís da Câmara Cascudo,,2,"Você sabia que o maior folclorista das Américas, Luis da Câmara Cascudo é Natalense? Foi Historiador, Antropólogo, Advogado e Jornalista.Escreveu 150 livros e cerca de 3.200 crônicas. Sua vida e sua obra estão documentadas no Memorial Câmara Cascudo, no Centro de Natal.",0,0,10,113,,,,,true,2016-03-31T15:08:02.183Z,2016-03-31T15:08:02.183Z,Natal-RN,Câmara_Cascudo.jpg,image/jpeg,4542,2016-03-31T15:08:02.018Z
339,TAM Linhas Aéreas,falecomatamviagens@tam.com.br,1,TAM is the biggest airline company in Brazil and Latin America. ,-5.7899102,-35.1977224,2,104,,,http://www.tamviagens.com.br/,false,true,2016-03-28T12:52:29.788Z,2016-04-01T18:55:33.796Z,"Avenida Afonso Pena, Petrópolis, Natal/RN - CEP: 59020-100",resource,image/jpeg,29062,2016-03-28T12:52:29.654Z
383,GOL,,1,Airline company focused on quality services for the domestic flights. It is responsible  to introduce in the country the style of low cost air company.,-5.7761155,-35.3685677,2,104,,,http://www.voegol.com.br/,false,true,2016-03-28T12:53:23.522Z,2016-04-01T19:06:49.620Z,"Avenida Ruy Pereira dos Santos, 3100, São Gonçalo do Amarante. CEP: 59290-000 | RN",resource,image/jpeg,29993,2016-03-28T12:53:23.410Z
664,Albergue da Costa Hostel,albergue@alberguedacosta.com.br,2,"Dispõe de apartamentos coletivo e quarto de casal com suíte, tv a cabo e frigobar. Está muito bem localizado, perto da infraestrutura turística de Ponta Negra.",-5.8720934,-35.1810944,11,132,,,www.alberguedacosta.com.br/ ,false,true,2016-03-28T12:59:04.384Z,2016-04-01T19:15:06.075Z,"Avenida Praia de Ponta Negra, 8932, Ponta Negra, Natal/RN - CEP: 59094-100",resource,image/jpeg,104077,2016-03-28T12:59:04.109Z
39,UFRN-Universidade Federal do Rio Grande do Norte,,2,"Instituição pública de ensino superior. No ano de 2013, recebeu pelo Ministério da Educação o título de melhor universidade federal do Norte e Nordeste.",-5.838779,-35.203242999999986,10,100,,,www.ufrn.br,true,true,2016-03-28T12:43:27.190Z,2016-04-02T12:55:38.013Z,"Avenida Senador Salgado Filho, 3000 - Lagoa Nova, Natal - RN, Brasil",resource,image/jpeg,41428,2016-03-28T12:43:27.044Z
209,Faculdade Natalense de Ensino e Cultura-FANEC,,2,Faculdade Particular,5.8244434,35.2175364,10,100,,(84) 32343-5513,unilist.com.br,false,true,2016-03-28T12:49:26.152Z,2016-04-02T12:56:38.748Z,"Avenida Prudente de Morais, Lagoa Nova, Natal/RN - CEP: 59063-200",resource,image/jpeg,76157,2016-03-28T12:49:26.019Z
838,TAM Linhas Aéreas,www.tam.com.br,2,"TAM, a maior companhia aérea do Brasil e da América Latina.
Obs.: Horário de funcionamento 09;30//16;15 ",-5.7761157,-35.3685679,8,23,,,http://www.tam.com.br/,false,true,2016-03-28T13:02:54.759Z,2016-05-31T10:26:01.082Z,"Avenida Ruy Pereira dos Santos, 3100 - Aeroporto, São Gonçalo do Amarante - RN",Tam.jpg,image/jpeg,6555,2016-05-31T10:26:00.991Z
815,IFRN,comunicacao.reitoria@ifrn.edu.br,2,"O Instituto Federal de Educação, Ciência e Tecnologia do RN foi fundado em 23 de setembro de 1909. Atualmente, oferece quase 60 cursos desde o ensino médio até a pós-graduação, sendo considerada a melhor escola pública do estado do RN.",-5.8117962,-35.199893,10,100,,,http://www.ifrn.edu.br/,false,true,2016-03-28T13:02:24.516Z,2016-04-02T13:08:51.210Z,"Rua Doutor Nilo Bezerra Ramalho, Tirol, Natal/RN - CEP: 59015-300",resource,image/jpeg,57426,2016-03-28T13:02:24.353Z
823,Faculdade Maurício Nassau,,2,Faculdade Privada,5.8569052,35.199905,10,100,,,mauriciodenassau.edu.br,false,true,2016-03-28T13:02:35.336Z,2016-04-02T13:14:51.196Z,"Avenida Engenheiro Roberto Freire, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,9796,2016-03-28T13:02:35.227Z
977,Colégio Salesiano,sjcomunicacao@gmail.com,2,"O Colégio Salesiano São José foi fundado pelo salesianos, que chegaram ao Brasil em 1883 e em 1936 se instalaram em Natal. Atualmente oferece cursos de Ensino Fundamental e Médio.",64.5982451,-21.7817191,10,100,,,http://www.salesianonatal.com.br/saojose/,false,true,2016-03-28T13:06:04.036Z,2016-04-02T13:16:10.859Z,"Largo Dom Bosco, Ribeira, Natal/RN - CEP: 59012-530",resource,image/jpeg,142894,2016-03-28T13:06:03.880Z
283,Winston Churchil,,1,One of the most importants schools of the city's history which is located at Rio Branco Avenue just at the heart of the city. Its name is in honor of the Prime Minister of the United Kingdom during the second world war.,37.495449,-88.4185712,4,120,,,,false,true,2016-03-28T12:51:01.793Z,2016-04-02T13:32:22.381Z,"Avenida Rio Branco, Cidade Alta, Natal/RN - CEP: 59025-000",resource,image/jpeg,41015,2016-03-28T12:51:01.650Z
775,Colégio Salesiano,sjcomunicacao@gmail.com,1,The Salesiano school was founded by the Salesian society who arrived in Brazil in 1883 and  in 1936 when they settled in Natal. The school offers Elementary and Secondary education.,64.5982451,-21.7817191,4,120,,,http://www.salesianonatal.com.br/saojose/,false,true,2016-03-28T13:01:36.658Z,2016-04-02T13:40:48.903Z,"Largo Dom Bosco, Ribeira, Natal/RN - CEP: 59012-530",resource,image/jpeg,142894,2016-03-28T13:01:36.504Z
846,IFRN,comunicacao.reitoria@ifrn.edu.br,1,"The Federal Institute of Education, Science and Technology of RN was founded on September 23rd, 1909. It offers nearly 60 courses from high school until posgraduate level. It is considerated the best public school at Rio Grande do Norte State. ",-5.8117962,-35.199893,4,120,,,http://www.ifrn.edu.br/,false,true,2016-03-28T13:03:07.078Z,2016-04-02T13:41:23.473Z,"Rua Doutor Nilo Bezerra Ramalho, Tirol, Natal/RN - CEP: 59015-300",resource,image/jpeg,57426,2016-03-28T13:03:06.907Z
627,Palácio dos Esportes,,2,"Localizado na Praça André de Albuquerque, existe a aproximadamente 50 anos e já foi palco de grandes jogos de futsal, vôlei e basquete.",-5.784474,-35.2006058,10,77,,,,false,true,2016-03-28T12:58:24.068Z,2016-04-02T14:13:35.466Z,"Rua Trairi, Petrópolis, Natal/RN - CEP: 59020-150",resource,image/jpeg,54403,2016-03-28T12:58:23.923Z
132,Arena das Dunas,,1,"Multipurpose arena with 31,375 seats. Apart from soccer matches the stadium has a capacity to house large events.",-5.826827,-35.21242999999998,4,72,,,www.arenadunas.com.br/,true,true,2016-03-28T12:45:24.178Z,2016-04-02T14:20:31.930Z,"Av. Prudente de Morais, 5121 - Lagoa Nova, Natal - RN, Brazil",resource,image/jpeg,275226,2016-03-28T12:45:23.925Z
78,Marina Travel Praia Hotel,reservas@marinatravel.com.br,2,"Com uma localização privilegiada, de frente para o mar da praia dos Artistas, o hotel oferece 46 apartamentos.",-5.773993,-35.19487400000003,11,76,,,www.marinatravel.com.br/,true,true,2016-03-28T12:44:21.638Z,2016-04-02T23:52:34.296Z,"Avenida Presidente Café Filho, 750 - Praia do Meio, Natal - RN, Brasil",resource,image/jpeg,36407,2016-03-28T12:44:21.440Z
